Transaction_ID,Date,Customer_ID,Gender,Age,Category,Sub-Category,Quantity,Unit_Price,Cost_Price,Total_Sales,Total Cost,Region,Opening_Inventory,Closing_Inventory
T00510,8/2/2023,CUST158,Female,21,Home & Kitchen,Furniture,4,190,159,760,636,Gujarat,147,143
T00511,8/14/2023,CUST511,Male,30,Clothing,Shirts,3,210,154,630,462,Gujarat,53,50
T00512,3/31/2023,CUST203,Female,26,Home & Kitchen,Cookware,3,1207,807,3621,2421,Delhi,124,121
T00513,5/23/2023,CUST899,Male,45,Home & Kitchen,Decor,2,511,429,1022,858,Karnataka,155,153
T00514,1/26/2023,CUST124,Female,27,Beauty,Skincare,3,719,620,2157,1860,Gujarat,153,150
T00515,3/9/2023,CUST962,Male,45,Clothing,T-Shirts,3,413,334,1239,1002,Uttar Pradesh,101,98
T00516,4/12/2023,CUST315,Female,48,Beauty,Skincare,1,992,721,992,721,Karnataka,163,162
T00517,1/5/2023,CUST695,Female,58,Beauty,Skincare,3,177,140,531,420,Uttar Pradesh,64,61
T00518,8/12/2023,CUST672,Male,38,Clothing,T-Shirts,2,204,169,408,338,Uttar Pradesh,135,133
T00519,7/29/2023,CUST689,Male,27,Electronics,Accessories,2,547,490,1094,980,Uttar Pradesh,55,53
T00520,4/3/2023,CUST619,Female,50,Sports,Fitness,1,1393,983,1393,983,Maharashtra,60,59
T00521,12/17/2023,CUST767,,23,Sports,Sportswear,1,410,277,410,277,Maharashtra,97,96
T00522,7/3/2023,CUST931,Male,43,Home & Kitchen,Furniture,2,737,613,1474,1226,Karnataka,138,136
T00523,10/1/2023,CUST118,Female,40,Electronics,Mobiles,3,323,293,969,879,Tamil Nadu,183,180
T00524,9/17/2023,CUST719,Male,46,Sports,Fitness,3,579,420,1737,1260,Delhi,92,89
T00525,9/2/2023,CUST947,Male,19,Beauty,Haircare,2,910,782,1820,1564,Karnataka,57,55
T00526,12/18/2023,CUST594,Male,47,Home & Kitchen,Cookware,1,724,512,724,512,Delhi,133,132
T00527,3/29/2023,CUST853,Female,39,Clothing,Shirts,1,607,549,607,549,Karnataka,123,122
T00528,2/5/2023,CUST712,Female,45,Electronics,Laptops,4,849,597,3396,2388,Uttar Pradesh,153,149
T00529,11/18/2023,CUST666,Female,,Clothing,Shirts,4,236,186,944,744,Gujarat,170,166
T00530,12/15/2023,CUST550,Female,30,Sports,Sportswear,1,251,207,251,207,Delhi,83,82
T00531,5/9/2023,CUST771,Male,42,Home & Kitchen,Decor,1,722,533,722,533,Maharashtra,197,196
T00532,4/27/2023,CUST705,Male,52,Sports,Sportswear,3,1272,956,3816,2868,Karnataka,66,63
T00533,10/1/2023,CUST784,Female,46,Clothing,Jackets,4,781,616,3124,2464,Maharashtra,163,159
T00534,9/14/2023,CUST157,Male,43,Sports,Outdoor,1,1085,977,1085,977,Maharashtra,108,107
T00535,7/22/2023,CUST140,Male,58,Clothing,Jackets,1,155,132,155,132,Gujarat,147,146
T00536,8/25/2023,CUST832,Female,21,Clothing,Jeans,1,990,747,990,747,Karnataka,198,197
T00537,4/9/2023,CUST687,Female,43,Sports,Fitness,3,440,354,1320,1062,Gujarat,96,93
T00538,11/23/2023,CUST253,Male,57,Home & Kitchen,Decor,1,674,478,674,478,Maharashtra,155,154
T00539,3/25/2023,CUST498,Female,46,Clothing,Jeans,4,330,268,1320,1072,Uttar Pradesh,152,148
T00540,2/15/2023,CUST593,Male,44,Sports,Outdoor,4,531,366,2124,1464,Maharashtra,178,174
T00541,7/14/2023,CUST466,Female,41,Electronics,Mobiles,3,1051,852,3153,2556,Maharashtra,73,70
T00542,1/24/2023,CUST103,Female,20,Home & Kitchen,Decor,2,1169,888,2338,1776,Maharashtra,165,163
T00543,10/6/2023,CUST976,Male,22,Home & Kitchen,Furniture,3,302,215,906,645,Maharashtra,106,103
T00544,9/6/2023,CUST799,Female,23,Electronics,Laptops,1,886,751,886,751,Delhi,152,151
T00545,3/26/2023,CUST416,Female,37,Home & Kitchen,Cookware,3,1002,894,3006,2682,Maharashtra,125,122
T00546,2/7/2023,CUST610,Male,53,Sports,Fitness,3,666,474,1998,1422,Gujarat,107,104
T00547,11/2/2023,CUST641,Female,54,Home & Kitchen,Furniture,1,396,328,396,328,Tamil Nadu,175,174
T00548,2/16/2023,CUST985,Female,53,Sports,Fitness,3,419,298,1257,894,Maharashtra,103,100
T00549,5/29/2023,CUST852,Female,33,Home & Kitchen,Decor,3,663,473,1989,1419,Tamil Nadu,81,78
T00550,6/11/2023,CUST866,Male,26,Electronics,Accessories,1,1069,957,1069,957,Uttar Pradesh,66,65
T00551,11/20/2023,CUST659,Female,42,Beauty,Makeup,3,894,783,2682,2349,Uttar Pradesh,114,111
T00552,7/10/2023,CUST828,Male,53,Electronics,Mobiles,1,1345,940,1345,940,Uttar Pradesh,153,152
T00553,9/28/2023,CUST195,Female,56,Beauty,Skincare,3,946,823,2838,2469,Delhi,171,168
T00554,6/16/2023,CUST608,Female,34,Electronics,Accessories,2,974,826,1948,1652,Tamil Nadu,190,188
T00555,3/11/2023,CUST361,Male,37,Electronics,Laptops,4,277,242,1108,968,Gujarat,98,94
T00556,3/17/2023,CUST979,Female,18,Beauty,Makeup,1,516,442,516,442,Gujarat,81,80
T00557,12/18/2023,CUST227,Female,21,Electronics,Accessories,2,162,114,324,228,Karnataka,127,125
T00558,11/10/2023,CUST900,Male,31,Electronics,Laptops,2,590,494,1180,988,Maharashtra,108,106
T00559,12/5/2023,CUST988,Male,50,Beauty,Makeup,1,746,587,746,587,Karnataka,76,75
T00560,12/2/2023,CUST489,Female,57,Beauty,Skincare,1,1338,965,1338,965,Tamil Nadu,196,195
T00561,7/23/2023,CUST691,Female,27,Clothing,Jackets,1,296,242,296,242,Tamil Nadu,51,50
T00562,1/22/2023,CUST982,Female,54,Electronics,Laptops,4,439,325,1756,1300,Maharashtra,163,159
T00563,9/29/2023,CUST694,,35,Sports,Outdoor,4,792,707,3168,2828,Maharashtra,162,158
T00564,1/12/2023,CUST225,Male,28,Sports,Fitness,1,563,418,563,418,Maharashtra,146,145
T00565,1/5/2023,CUST668,Female,45,Sports,Fitness,2,773,645,1546,1290,Tamil Nadu,82,80
T00566,11/14/2023,CUST149,Male,58,Beauty,Haircare,3,801,710,2403,2130,Uttar Pradesh,96,93
T00567,6/16/2023,CUST551,Male,50,Electronics,Accessories,1,1124,806,1124,806,Uttar Pradesh,63,62
T00568,8/3/2023,CUST502,Male,46,Sports,Sportswear,4,1219,991,4876,3964,Karnataka,112,108
T00569,7/21/2023,CUST460,Male,25,Electronics,Accessories,2,753,505,1506,1010,Maharashtra,115,113
T00570,1/6/2023,CUST669,Male,22,Electronics,Laptops,4,646,463,2584,1852,Karnataka,120,116
T00571,9/23/2023,CUST197,Female,42,Clothing,T-Shirts,3,415,342,1245,1026,Karnataka,123,120
T00572,6/15/2023,CUST121,Female,43,Clothing,T-Shirts,3,743,636,2229,1908,Gujarat,69,66
T00573,2/10/2023,CUST247,Male,36,Electronics,Laptops,4,242,183,968,732,Uttar Pradesh,102,98
T00574,10/17/2023,CUST934,Female,23,Home & Kitchen,Furniture,3,778,607,2334,1821,Uttar Pradesh,145,142
T00575,2/17/2023,CUST425,Female,58,Beauty,Haircare,3,461,344,1383,1032,Karnataka,114,111
T00576,3/24/2023,CUST253,Male,42,Home & Kitchen,Cookware,2,772,651,1544,1302,Gujarat,97,95
T00577,9/5/2023,CUST889,Male,53,Home & Kitchen,Furniture,2,489,436,978,872,Karnataka,162,160
T00578,10/28/2023,CUST167,Female,24,Clothing,Shirts,1,868,588,868,588,Karnataka,187,186
T00579,3/14/2023,CUST336,Female,59,Home & Kitchen,Furniture,4,1051,705,4204,2820,Gujarat,194,190
T00580,11/26/2023,CUST469,Male,44,Electronics,Mobiles,2,574,394,1148,788,Tamil Nadu,134,132
T00581,5/7/2023,CUST508,Male,45,Home & Kitchen,Decor,3,424,333,1272,999,Maharashtra,122,119
T00582,9/5/2023,CUST959,Female,34,Beauty,Haircare,3,807,674,2421,2022,Tamil Nadu,88,85
T00583,9/2/2023,CUST250,Male,49,Electronics,Accessories,4,135,112,540,448,Uttar Pradesh,159,155
T00584,3/10/2023,CUST398,Male,51,Home & Kitchen,Decor,4,533,419,2132,1676,Karnataka,111,107
T00585,11/10/2023,CUST260,Female,28,Sports,Fitness,4,256,173,1024,692,Delhi,187,183
T00586,12/4/2023,CUST649,Male,36,Beauty,Haircare,4,1238,939,4952,3756,Karnataka,180,176
T00587,12/24/2023,CUST932,Female,44,Clothing,Jackets,2,510,362,1020,724,Karnataka,122,120
T00588,4/17/2023,CUST956,Male,56,Beauty,Skincare,1,1288,879,1288,879,Uttar Pradesh,86,85
T00589,5/17/2023,CUST949,Female,38,Electronics,Laptops,2,800,667,1600,1334,Tamil Nadu,163,161
T00590,9/9/2023,CUST718,Female,54,Clothing,Jeans,3,225,158,675,474,Maharashtra,199,196
T00591,5/19/2023,CUST797,Male,30,Clothing,Shirts,4,797,631,3188,2524,Tamil Nadu,156,152
T00592,11/6/2023,CUST187,Male,21,Beauty,Haircare,4,274,195,1096,780,Delhi,170,166
T00593,4/12/2023,CUST137,Male,38,Beauty,Skincare,4,799,565,3196,2260,Tamil Nadu,141,137
T00594,1/21/2023,CUST341,Male,24,Clothing,Jeans,3,1144,833,3432,2499,Maharashtra,84,81
T00595,3/10/2023,CUST228,Female,21,Home & Kitchen,Cookware,4,424,325,1696,1300,Delhi,72,68
T00596,6/2/2023,CUST376,Female,41,Clothing,Jackets,1,1003,845,1003,845,Tamil Nadu,104,103
T00597,12/18/2023,CUST488,Female,53,Home & Kitchen,Furniture,2,546,419,1092,838,Delhi,88,86
T00598,12/2/2023,CUST196,Male,38,Electronics,Laptops,1,599,453,599,453,Uttar Pradesh,84,83
T00599,2/8/2023,CUST761,Female,58,Home & Kitchen,Furniture,2,1185,815,2370,1630,Uttar Pradesh,125,123
T00600,11/9/2023,CUST994,Male,39,Sports,Outdoor,1,335,244,335,244,Karnataka,190,189
T00601,6/9/2023,CUST657,Female,40,Beauty,Skincare,1,274,249,274,249,Uttar Pradesh,183,182
T00602,4/18/2023,CUST117,Male,47,Electronics,Accessories,2,727,587,1454,1174,Gujarat,175,173
T00603,8/23/2023,CUST515,Female,59,Home & Kitchen,Furniture,3,394,317,1182,951,Gujarat,164,161
T00604,6/11/2023,CUST812,Female,59,Home & Kitchen,Furniture,4,443,380,1772,1520,Maharashtra,96,92
T00605,9/3/2023,CUST226,Male,36,Electronics,Laptops,2,442,298,884,596,Maharashtra,121,119
T00606,12/29/2023,CUST608,Male,26,Home & Kitchen,Decor,3,1128,778,3384,2334,Tamil Nadu,123,120
T00607,6/24/2023,CUST548,Female,46,Sports,Outdoor,2,521,395,1042,790,Tamil Nadu,178,176
T00608,4/3/2023,CUST338,Male,30,Electronics,Accessories,4,740,645,2960,2580,Uttar Pradesh,88,84
T00609,5/8/2023,CUST955,Female,43,Beauty,Makeup,1,359,286,359,286,Maharashtra,98,97
T00610,1/7/2023,CUST413,Male,56,Clothing,Jackets,1,1074,799,1074,799,Maharashtra,74,73
T00611,9/8/2023,CUST864,Male,20,Beauty,Haircare,3,1066,897,3198,2691,Gujarat,75,72
T00612,5/24/2023,CUST124,Female,45,Beauty,Skincare,1,835,582,835,582,Tamil Nadu,135,134
T00613,12/2/2023,CUST524,Female,58,Clothing,T-Shirts,3,594,506,1782,1518,Gujarat,64,61
T00614,5/19/2023,CUST792,Female,47,Electronics,Laptops,1,1202,823,1202,823,Tamil Nadu,97,96
T00615,7/13/2023,CUST835,Female,25,Home & Kitchen,Decor,2,623,531,1246,1062,Maharashtra,153,151
T00616,10/19/2023,CUST434,Female,45,Clothing,Jackets,4,772,683,3088,2732,Uttar Pradesh,115,111
T00617,11/29/2023,CUST656,Male,32,Electronics,Mobiles,4,1320,997,5280,3988,Karnataka,116,112
T00618,12/5/2023,CUST102,Male,31,Beauty,Makeup,4,895,648,3580,2592,Uttar Pradesh,181,177
T00619,3/1/2023,CUST983,Female,28,Electronics,Mobiles,2,611,415,1222,830,Delhi,179,177
T00620,3/3/2023,CUST355,Male,26,Clothing,Jeans,4,761,669,3044,2676,Uttar Pradesh,97,93
T00621,5/16/2023,CUST300,Male,54,Clothing,Shirts,4,1104,777,4416,3108,Maharashtra,107,103
T00622,7/28/2023,CUST454,Female,54,Clothing,Jeans,3,920,658,2760,1974,Delhi,120,117
T00623,4/2/2023,CUST364,Male,45,Home & Kitchen,Furniture,2,1134,775,2268,1550,Delhi,180,178
T00624,10/4/2023,CUST675,Female,43,Beauty,Skincare,4,1142,867,4568,3468,Tamil Nadu,111,107
T00625,11/28/2023,CUST781,Male,30,Beauty,Makeup,3,406,344,1218,1032,Maharashtra,108,105
T00626,11/9/2023,CUST139,Female,19,Electronics,Accessories,2,1225,882,2450,1764,Gujarat,188,186
T00627,7/26/2023,CUST435,Female,34,Home & Kitchen,Decor,2,910,727,1820,1454,Gujarat,139,137
T00628,10/6/2023,CUST757,Female,49,Electronics,Laptops,1,475,345,475,345,Gujarat,110,109
T00629,5/9/2023,CUST784,Male,49,Electronics,Mobiles,4,626,517,2504,2068,Maharashtra,149,145
T00630,10/5/2023,CUST685,Male,56,Sports,Sportswear,1,1176,833,1176,833,Gujarat,72,71
T00631,11/22/2023,CUST439,Male,54,Beauty,Haircare,4,549,432,2196,1728,Delhi,50,46
T00632,6/14/2023,CUST674,Male,39,Electronics,Laptops,2,689,474,1378,948,Delhi,128,126
T00633,1/5/2023,CUST927,Male,23,Electronics,Accessories,1,1322,908,1322,908,Tamil Nadu,153,152
T00634,3/18/2023,CUST329,Female,35,Clothing,Shirts,2,1102,773,2204,1546,Karnataka,174,172
T00635,9/13/2023,CUST649,Male,44,Sports,Fitness,4,1345,913,5380,3652,Tamil Nadu,140,136
T00636,3/2/2023,CUST557,Male,20,Electronics,Laptops,1,690,519,690,519,Uttar Pradesh,193,192
T00637,9/10/2023,CUST880,Male,52,Home & Kitchen,Decor,4,1299,903,5196,3612,Tamil Nadu,97,93
T00638,10/18/2023,CUST697,Male,55,Beauty,Makeup,3,1063,788,3189,2364,Delhi,149,146
T00639,7/2/2023,CUST306,Male,52,Home & Kitchen,Decor,3,957,662,2871,1986,Maharashtra,187,184
T00640,12/5/2023,CUST636,Female,21,Sports,Fitness,1,940,674,940,674,Uttar Pradesh,123,122
T00641,3/2/2023,CUST764,Male,37,Beauty,Haircare,4,937,637,3748,2548,Karnataka,159,155
T00642,7/2/2023,CUST639,Male,22,Sports,Sportswear,3,435,290,1305,870,Karnataka,61,58
T00643,2/19/2023,CUST857,Female,59,Clothing,Shirts,4,1231,946,4924,3784,Maharashtra,81,77
T00644,7/8/2023,CUST254,Male,35,Sports,Outdoor,4,1106,948,4424,3792,Tamil Nadu,182,178
T00645,12/9/2023,CUST524,Male,42,Clothing,T-Shirts,1,215,163,215,163,Uttar Pradesh,114,113
T00646,3/5/2023,CUST938,Male,21,Home & Kitchen,Decor,1,361,261,361,261,Delhi,142,141
T00647,5/22/2023,CUST533,Female,37,Clothing,Shirts,2,1077,801,2154,1602,Maharashtra,92,90
T00648,7/26/2023,CUST879,Female,57,Sports,Sportswear,2,1050,717,2100,1434,Delhi,139,137
T00649,4/4/2023,CUST112,Male,30,Beauty,Haircare,2,745,615,1490,1230,Gujarat,85,83
T00650,1/26/2023,CUST686,Female,25,Sports,Fitness,4,470,419,1880,1676,Maharashtra,57,53
T00651,1/29/2023,CUST395,Male,43,Home & Kitchen,Furniture,2,1244,924,2488,1848,Karnataka,193,191
T00652,11/14/2023,CUST846,Male,24,Electronics,Mobiles,4,1275,877,5100,3508,Maharashtra,137,133
T00653,9/13/2023,CUST610,Male,26,Home & Kitchen,Decor,3,333,281,999,843,Maharashtra,168,165
T00654,11/9/2023,CUST363,Male,32,Clothing,Jeans,3,919,798,2757,2394,Gujarat,173,170
T00655,8/19/2023,CUST408,Male,29,Clothing,Jackets,1,1023,702,1023,702,Karnataka,196,195
T00656,1/11/2023,CUST197,Male,24,Clothing,Jeans,4,324,251,1296,1004,Uttar Pradesh,99,95
T00657,12/24/2023,CUST827,Female,27,Beauty,Makeup,4,291,251,1164,1004,Delhi,180,176
T00658,10/20/2023,CUST737,Female,57,Beauty,Makeup,4,601,496,2404,1984,Karnataka,153,149
T00659,4/20/2023,CUST291,Female,25,Clothing,Jackets,1,356,309,356,309,Maharashtra,88,87
T00660,1/28/2023,CUST148,,53,Clothing,Jackets,1,555,372,555,372,Tamil Nadu,75,74
T00661,3/27/2023,CUST615,Male,48,Sports,Outdoor,2,590,408,1180,816,Maharashtra,176,174
T00662,10/5/2023,CUST741,Female,48,Beauty,Haircare,3,991,736,2973,2208,Gujarat,59,56
T00663,5/8/2023,CUST337,Female,41,Clothing,Jeans,3,120,103,360,309,Gujarat,136,133
T00664,5/25/2023,CUST164,Female,48,Electronics,Mobiles,3,632,456,1896,1368,Gujarat,58,55
T00665,10/5/2023,CUST188,Female,35,Electronics,Mobiles,3,1356,993,4068,2979,Karnataka,155,152
T00666,9/28/2023,CUST930,Female,56,Beauty,Skincare,1,1442,991,1442,991,Gujarat,197,196
T00667,8/6/2023,CUST830,Male,38,Beauty,Skincare,2,714,524,1428,1048,Uttar Pradesh,125,123
T00668,2/7/2023,CUST310,Female,24,Clothing,Jackets,1,1103,874,1103,874,Karnataka,88,87
T00669,7/15/2023,CUST286,Male,42,Home & Kitchen,Cookware,4,252,213,1008,852,Tamil Nadu,130,126
T00670,8/17/2023,CUST489,Male,36,Electronics,Accessories,1,805,621,805,621,Maharashtra,144,143
T00671,11/6/2023,CUST231,Male,56,Sports,Fitness,4,594,435,2376,1740,Uttar Pradesh,169,165
T00672,8/8/2023,CUST152,Male,47,Electronics,Laptops,3,348,297,1044,891,Uttar Pradesh,199,196
T00673,4/6/2023,CUST521,Female,25,Beauty,Makeup,3,711,614,2133,1842,Gujarat,81,78
T00674,4/9/2023,CUST486,Female,29,Sports,Sportswear,1,1006,757,1006,757,Tamil Nadu,118,117
T00675,7/9/2023,CUST407,Female,42,Clothing,Jeans,3,354,298,1062,894,Maharashtra,133,130
T00676,1/13/2023,CUST656,Male,59,Sports,Fitness,2,185,148,370,296,Uttar Pradesh,130,128
T00677,9/30/2023,CUST157,Female,25,Beauty,Makeup,2,1409,954,2818,1908,Delhi,121,119
T00678,9/21/2023,CUST414,Male,43,Clothing,Jeans,3,1181,918,3543,2754,Uttar Pradesh,65,62
T00679,1/2/2023,CUST857,Male,35,Home & Kitchen,Cookware,3,956,637,2868,1911,Gujarat,145,142
T00680,8/9/2023,CUST337,Male,47,Electronics,Laptops,2,282,254,564,508,Gujarat,198,196
T00681,4/22/2023,CUST666,Male,34,Sports,Fitness,4,416,304,1664,1216,Tamil Nadu,157,153
T00682,2/22/2023,CUST570,Female,47,Home & Kitchen,Decor,1,1277,868,1277,868,Delhi,160,159
T00683,1/1/2023,CUST143,Female,52,Home & Kitchen,Decor,3,602,504,1806,1512,Gujarat,64,61
T00684,5/20/2023,CUST580,Male,31,Electronics,Laptops,1,785,647,785,647,Tamil Nadu,61,60
T00685,11/17/2023,CUST206,Male,57,Beauty,Makeup,2,634,453,1268,906,Uttar Pradesh,144,142
T00686,9/30/2023,CUST580,Female,49,Home & Kitchen,Furniture,2,941,710,1882,1420,Uttar Pradesh,105,103
T00687,12/8/2023,CUST713,Female,54,Home & Kitchen,Cookware,1,1106,844,1106,844,Tamil Nadu,164,163
T00688,5/19/2023,CUST955,Female,38,Beauty,Haircare,3,407,364,1221,1092,Delhi,152,149
T00689,6/5/2023,CUST372,Male,23,Beauty,Haircare,3,333,273,999,819,Delhi,87,84
T00690,4/29/2023,CUST392,Male,21,Beauty,Makeup,2,424,350,848,700,Delhi,107,105
T00691,9/26/2023,CUST407,Male,49,Electronics,Mobiles,1,992,736,992,736,Maharashtra,132,131
T00692,7/5/2023,CUST351,Male,52,Home & Kitchen,Cookware,2,218,171,436,342,Gujarat,178,176
T00693,7/29/2023,CUST915,Male,57,Clothing,Jeans,1,1106,942,1106,942,Gujarat,163,162
T00694,5/17/2023,CUST466,Male,33,Clothing,Shirts,4,738,636,2952,2544,Delhi,191,187
T00695,8/25/2023,CUST636,Male,51,Sports,Outdoor,3,415,322,1245,966,Maharashtra,122,119
T00696,10/9/2023,CUST459,Female,27,Clothing,Shirts,3,1304,914,3912,2742,Delhi,76,73
T00697,4/23/2023,CUST370,Male,52,Beauty,Makeup,4,1054,878,4216,3512,Uttar Pradesh,144,140
T00698,12/6/2023,CUST239,Male,40,Beauty,Makeup,4,526,382,2104,1528,Karnataka,178,174
T00699,9/3/2023,CUST700,Male,19,Home & Kitchen,Furniture,2,1269,946,2538,1892,Delhi,133,131
T00700,4/26/2023,CUST825,Male,38,Clothing,Jeans,2,616,537,1232,1074,Tamil Nadu,192,190
T00701,9/7/2023,CUST977,Male,32,Electronics,Accessories,2,892,669,1784,1338,Tamil Nadu,171,169
T00702,3/11/2023,CUST724,Male,40,Sports,Fitness,4,712,623,2848,2492,Gujarat,153,149
T00703,5/31/2023,CUST291,Male,20,Beauty,Skincare,4,566,460,2264,1840,Tamil Nadu,110,106
T00704,7/11/2023,CUST104,Female,54,Home & Kitchen,Cookware,4,244,183,976,732,Delhi,122,118
T00705,2/28/2023,CUST851,Male,19,Clothing,T-Shirts,1,983,730,983,730,Karnataka,60,59
T00706,4/18/2023,CUST943,Female,56,Home & Kitchen,Furniture,2,1134,811,2268,1622,Karnataka,174,172
T00707,8/8/2023,CUST989,Male,47,Sports,Fitness,1,182,129,182,129,Maharashtra,80,79
T00708,2/21/2023,CUST956,Male,29,Beauty,Haircare,1,610,512,610,512,Tamil Nadu,160,159
T00709,11/17/2023,CUST860,Female,59,Home & Kitchen,Decor,2,1269,908,2538,1816,Karnataka,71,69
T00710,6/15/2023,CUST710,Male,33,Sports,Fitness,4,272,242,1088,968,Uttar Pradesh,139,135
T00711,5/21/2023,CUST756,Female,55,Home & Kitchen,Furniture,1,619,423,619,423,Tamil Nadu,159,158
T00712,1/14/2023,CUST338,Female,25,Clothing,Jeans,1,869,619,869,619,Delhi,62,61
T00713,8/29/2023,CUST514,Male,52,Clothing,T-Shirts,4,305,207,1220,828,Maharashtra,98,94
T00714,8/5/2023,CUST125,Male,22,Clothing,Shirts,2,544,467,1088,934,Delhi,195,193
T00715,9/30/2023,CUST348,Male,31,Sports,Fitness,2,205,162,410,324,Tamil Nadu,168,166
T00716,1/19/2023,CUST674,Male,52,Sports,Outdoor,1,815,683,815,683,Maharashtra,171,170
T00717,2/13/2023,CUST971,Female,41,Beauty,Skincare,1,722,494,722,494,Uttar Pradesh,99,98
T00718,3/6/2023,CUST454,Male,49,Home & Kitchen,Decor,4,647,472,2588,1888,Tamil Nadu,191,187
T00719,8/27/2023,CUST935,Male,57,Home & Kitchen,Decor,3,185,126,555,378,Uttar Pradesh,181,178
T00720,12/12/2023,CUST383,Male,49,Electronics,Mobiles,1,841,739,841,739,Tamil Nadu,185,184
T00721,10/7/2023,CUST882,Male,48,Home & Kitchen,Furniture,1,548,382,548,382,Delhi,120,119
T00722,12/30/2023,CUST470,Male,56,Clothing,T-Shirts,2,467,385,934,770,Tamil Nadu,79,77
T00723,8/18/2023,CUST757,Female,22,Home & Kitchen,Cookware,1,676,486,676,486,Karnataka,175,174
T00724,6/22/2023,CUST762,Male,22,Sports,Fitness,2,843,586,1686,1172,Uttar Pradesh,157,155
T00725,1/4/2023,CUST192,Male,40,Sports,Sportswear,2,469,326,938,652,Delhi,171,169
T00726,4/6/2023,CUST556,Male,54,Sports,Sportswear,2,757,616,1514,1232,Gujarat,172,170
T00727,11/19/2023,CUST205,Female,28,Electronics,Laptops,3,1457,981,4371,2943,Uttar Pradesh,130,127
T00728,10/24/2023,CUST515,Female,39,Sports,Outdoor,4,1220,825,4880,3300,Gujarat,199,195
T00729,9/4/2023,CUST878,,30,Beauty,Skincare,3,1202,802,3606,2406,Delhi,125,122
T00730,3/28/2023,CUST369,Female,50,Clothing,T-Shirts,2,307,208,614,416,Maharashtra,72,70
T00731,7/21/2023,CUST182,Female,22,Beauty,Skincare,3,803,547,2409,1641,Delhi,74,71
T00732,8/25/2023,CUST347,Female,42,Clothing,Jackets,2,1030,908,2060,1816,Karnataka,107,105
T00733,4/4/2023,CUST474,Female,58,Clothing,T-Shirts,1,933,696,933,696,Maharashtra,59,58
T00734,4/9/2023,CUST558,Female,28,Beauty,Skincare,1,1269,851,1269,851,Delhi,175,174
T00735,3/5/2023,CUST357,Female,29,Electronics,Mobiles,1,535,478,535,478,Tamil Nadu,124,123
T00736,9/29/2023,CUST340,Female,35,Home & Kitchen,Cookware,3,168,126,504,378,Tamil Nadu,55,52
T00737,12/30/2023,CUST590,Male,59,Electronics,Laptops,4,567,428,2268,1712,Maharashtra,179,175
T00738,11/11/2023,CUST382,Male,32,Beauty,Makeup,3,895,776,2685,2328,Maharashtra,168,165
T00739,3/4/2023,CUST991,Male,29,Electronics,Laptops,1,1208,849,1208,849,Karnataka,169,168
T00740,10/19/2023,CUST619,Male,22,Electronics,Mobiles,2,238,186,476,372,Delhi,142,140
T00741,6/24/2023,CUST175,Female,54,Home & Kitchen,Cookware,2,434,352,868,704,Delhi,120,118
T00742,6/29/2023,CUST223,Male,54,Home & Kitchen,Cookware,1,504,401,504,401,Maharashtra,68,67
T00743,4/16/2023,CUST120,Female,54,Clothing,T-Shirts,3,1213,920,3639,2760,Karnataka,74,71
T00744,11/22/2023,CUST930,Male,53,Home & Kitchen,Cookware,2,642,468,1284,936,Karnataka,149,147
T00745,1/30/2023,CUST144,Male,36,Beauty,Haircare,3,986,823,2958,2469,Delhi,167,164
T00746,8/9/2023,CUST967,Male,39,Electronics,Accessories,4,1104,906,4416,3624,Karnataka,196,192
T00747,2/7/2023,CUST681,Male,32,Sports,Fitness,1,299,227,299,227,Karnataka,99,98
T00748,12/4/2023,CUST616,Male,37,Sports,Outdoor,3,951,764,2853,2292,Tamil Nadu,117,114
T00749,10/27/2023,CUST901,Male,30,Clothing,Shirts,2,651,500,1302,1000,Tamil Nadu,117,115
T00750,5/27/2023,CUST589,Male,47,Sports,Fitness,3,923,693,2769,2079,Delhi,132,129
T00751,4/5/2023,CUST280,Female,49,Sports,Outdoor,2,628,491,1256,982,Tamil Nadu,109,107
T00752,9/30/2023,CUST963,Female,33,Sports,Fitness,4,415,281,1660,1124,Tamil Nadu,156,152
T00753,3/29/2023,CUST228,Male,28,Clothing,Jackets,3,254,190,762,570,Maharashtra,160,157
T00754,11/2/2023,CUST706,Male,34,Electronics,Laptops,1,640,543,640,543,Delhi,96,95
T00755,6/30/2023,CUST717,Female,24,Beauty,Haircare,2,838,642,1676,1284,Maharashtra,68,66
T00756,10/23/2023,CUST917,Male,28,Home & Kitchen,Furniture,1,257,222,257,222,Karnataka,76,75
T00757,7/1/2023,CUST916,Female,33,Home & Kitchen,Furniture,2,786,618,1572,1236,Tamil Nadu,77,75
T00758,10/8/2023,CUST195,Male,27,Home & Kitchen,Furniture,4,1167,949,4668,3796,Uttar Pradesh,154,150
T00759,2/11/2023,CUST402,Male,54,Home & Kitchen,Furniture,2,292,218,584,436,Maharashtra,156,154
T00760,10/10/2023,CUST652,Female,33,Home & Kitchen,Cookware,2,355,265,710,530,Karnataka,61,59
T00761,3/14/2023,CUST687,Female,43,Beauty,Skincare,1,940,660,940,660,Uttar Pradesh,69,68
T00762,2/8/2023,CUST159,Female,19,Sports,Fitness,1,981,706,981,706,Gujarat,179,178
T00763,6/8/2023,CUST668,Male,31,Home & Kitchen,Decor,2,212,145,424,290,Karnataka,133,131
T00764,5/5/2023,CUST970,Male,41,Clothing,Shirts,1,185,162,185,162,Tamil Nadu,195,194
